ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
46,45,22376.345283288265,0.08096320276603691,1,280,11414,1761,12895
47,28,22910.65696460512,0.018630634699603885,1,251,5554,1560,6863
48,44,38730.670359438634,0.23156127074702318,1,46,5735,1426,7115
49,61,71201.12969114594,0.13264026812726726,1,802,7265,3148,9611
50,62,26195.090904064542,0.1727522882951861,1,321,6501,1427,7607
51,20,33965.09016275132,0.056379433421317286,1,3201,5399,1375,3573
52,25,21436.682108962857,0.2727461925751573,1,651,5684,2136,7169
53,50,49700.46462831541,0.20589019095319974,0,4,0,0,-4
54,43,20738.355288734714,0.2703815424090275,0,37,0,0,-37
55,22,21881.826997456283,0.38893327045114223,0,16,0,0,-16
56,75,21585.50498551672,0.14510654556065672,1,1033,19505,1364,19836
57,42,27659.34637883479,0.3920025653696003,1,179,7951,3499,11271
58,22,23545.52949532874,0.271618788005188,0,89,0,0,-89
59,40,27134.621261097593,0.04135013771518142,1,214,12538,3173,15497
60,34,37628.12512279715,0.0033817790974609305,1,655,5871,1468,6684
61,18,28749.49870251659,0.16077519081165673,0,5,0,0,-5
62,55,24652.227595906337,0.043041955831913364,0,33,0,0,-33
63,50,84511.35288593605,0.0032635966164175734,1,442,7389,1478,8425
64,64,26242.30221021875,0.0056371520918531755,1,124,6900,1641,8417
65,28,25765.103808371958,0.2015039289825422,0,19,0,0,-19
66,60,20481.077968939615,0.02173914052211019,1,186,7419,1787,9020
67,34,21772.03784263398,0.0323155451887328,1,455,7319,1781,8645
68,28,20278.976808283092,0.2615848630415855,1,859,35811,1367,36319
69,20,24502.845192791512,0.030911241104093164,1,68,7670,2410,10012
70,27,21845.781353547674,0.03376215852213111,0,1,0,0,-1
71,46,22561.177608635244,0.023160934044406518,1,1340,7476,1446,7582
72,34,28758.152917569514,0.021975322799621427,1,26,5422,1468,6864
73,25,21747.709080632136,0.387897947382772,1,1078,10348,1583,10853
74,64,22965.749657572098,0.0007341793423778055,1,141,8755,1666,10280
75,22,99042.88593992495,0.02928653287817648,1,1222,12764,1365,12907
76,26,21750.303654062765,0.010810560357368494,1,1045,8478,1345,8778
77,26,23473.890430857486,0.037605195981613895,1,605,5642,1704,6741
78,20,22009.526144115815,0.01013468541430856,1,277,5248,1579,6550
79,23,29478.213420303447,0.15217566481306224,0,7,0,0,-7
80,68,24308.71517270357,0.04949470477836192,1,325,18761,6890,25326
81,38,20532.886538248422,0.11354757191939246,1,188,5680,1562,7054
82,32,39309.78522884693,0.2706004349880664,1,895,5425,1351,5881
83,49,26157.18510055422,0.07316643152037805,1,27,8270,2010,10253
84,56,20891.608751011234,0.4336594300386032,0,40,0,0,-40
85,18,24259.61518361998,0.021129778588365254,0,59,0,0,-59
86,22,32594.18629371185,0.02685827177665924,1,637,7008,1339,7710
87,52,20276.21001819179,0.14975064155381765,1,486,6004,1336,6854
88,61,31019.622050336566,0.12543493274683928,1,458,7127,1705,8374
89,20,21390.622643083057,0.4595735484148249,1,1931,15728,2116,15913
90,23,22857.368321086484,0.11237302658607547,1,585,10296,2540,12251
91,33,41146.865793373356,0.05756439606086671,1,183,9692,1469,10978
92,74,72416.20566276478,0.02148220945239964,1,940,13030,1357,13447
93,51,30147.145689549405,0.2625558299034175,1,42,9171,1434,10563
94,41,25728.828930440137,0.06033777247942484,1,297,5337,1578,6618
95,58,20255.333293215826,0.016545625392468493,1,946,5367,1635,6056
96,18,39585.529433190524,0.023177734463047543,1,590,8628,1722,9760
97,62,24583.010599199584,0.023017601339850077,1,409,31662,1861,33114
98,66,21462.271176160215,0.032679075774089225,0,1,0,0,-1
99,23,27405.347296226653,0.39385450755185536,0,6,0,0,-6
100,30,27328.02215712731,0.032739486803665806,1,464,6915,3465,9916
101,25,20135.440854292305,0.10627140986821,1,431,5625,1594,6788
102,66,36843.64054056982,0.11791047417065968,1,930,9632,1752,10454
103,31,47178.52619963232,0.12472773214999192,1,222,5566,1460,6804
104,32,24228.46028452803,0.13421935828726453,0,63,0,0,-63
105,70,22976.821768099166,0.12200203820266847,1,275,8029,1495,9249
106,44,25517.36739409168,0.0770674278792231,1,217,5461,1737,6981
107,68,21298.557767202485,0.37777114002507595,0,32,0,0,-32
108,51,20208.153356327068,0.013424476020049182,1,157,7827,1766,9436
109,51,29378.750845484345,0.16153567028519086,1,325,10055,1465,11195
110,31,28285.667838316494,0.19277451907959414,1,1504,6803,1902,7201
111,37,21373.647808324193,0.27396408157632657,0,8,0,0,-8
112,24,49110.87980211982,0.10879185685019645,1,425,8722,1376,9673
113,30,35933.40254236547,0.009046232445990775,1,671,5859,1688,6876
114,62,26429.035287718994,0.06680506558863675,1,143,8970,1336,10163
115,75,22299.35156750935,0.23165381070986274,0,103,0,0,-103
116,37,30574.575690988822,0.047176660333959265,1,207,5325,1372,6490
117,57,21800.759679737206,0.06824075032093008,0,119,0,0,-119
118,65,21458.656467053555,0.10526115344125878,1,600,13385,1863,14648
119,29,22049.469593044454,0.023095154690101368,1,510,30395,1703,31588
120,40,20274.17258583982,0.024036302919568604,1,905,6567,2277,7939
121,60,22696.58692837603,0.019276068800301995,1,501,6738,1897,8134
122,40,24072.475305021904,0.01087149893169084,1,179,8023,1818,9662
123,37,21992.255737245923,0.07460060587710012,1,574,11195,1397,12018
124,22,24235.532572965487,0.08154282060477937,1,468,29371,1588,30491
125,29,27274.04984786041,0.10557472773002961,1,96,10197,2282,12383
126,39,33722.0028950295,0.07236601487160049,1,803,5963,1751,6911
127,20,20797.90616926954,0.05923286202309281,1,222,5376,1471,6625
128,58,28349.170153762472,0.31571381541733595,0,18,0,0,-18
129,23,20399.89030737019,0.027883053259521527,1,657,8581,1900,9824
130,21,24528.995417930615,0.25995237659107645,1,150,5991,2677,8518
131,55,28554.02335092867,0.14786603198358012,1,130,5809,1992,7671
132,67,23023.53002054939,0.06386632153886282,1,106,5587,1362,6843
133,23,22275.152296973036,0.10812847048170723,1,137,5652,2207,7722
134,70,21193.118138980008,0.0973307182352685,1,105,12542,1919,14356
135,23,24636.71506576465,0.17806279435629,1,73,5928,2204,8059
136,69,67470.87757573604,0.0306055854000784,0,89,0,0,-89
137,55,21876.54925275892,0.024018278087244424,1,1845,5326,1350,4831
138,71,24777.75167091186,0.07407094267151025,1,237,8331,1372,9466
139,33,21570.980628660905,0.07900104040027175,1,85,14749,3168,17832
140,38,23912.30442609297,0.07561835001624875,1,88,7294,1385,8591
141,51,26053.589440054617,0.07088995363701249,1,686,8341,1762,9417
142,26,29838.429968912333,0.005476014670289411,1,493,14713,1844,16064
143,55,24807.38816532415,0.009837459881334141,1,744,6610,1397,7263
144,69,32743.254326984163,0.1439860857647544,1,409,8283,1468,9342
145,20,26678.907533812744,0.10173579670587848,1,87,6994,1775,8682
146,35,21648.52676749296,0.010712279236898459,1,647,465822,1714,466889
147,23,27318.44497042572,0.04850768210647331,0,5,0,0,-5
148,58,36414.804626958816,0.1088977936440421,1,2656,5329,1866,4539
149,41,43329.498492733204,0.1399085483698433,1,298,10246,1872,11820
150,22,28660.549370321234,0.16770901599054702,0,5,0,0,-5
151,54,24750.876272867637,0.09069441053542848,1,723,5444,1646,6367
152,72,50774.28078495529,0.23107649692287757,1,598,9150,1366,9918
153,24,21286.52669663669,0.031631190008459424,0,8,0,0,-8
154,35,61635.264107394345,8.226596326728426e-05,1,286,10324,1487,11525
155,24,26654.665111226084,0.08408250858196001,1,1583,5302,1458,5177
156,39,34486.993447827634,0.19227473987111923,0,15,0,0,-15
157,72,20213.527313675935,0.07243125215207255,1,264,15401,1438,16575
158,29,32071.755600199813,0.06924276234017211,1,391,9866,1340,10815
159,36,53117.860947481844,0.09560176576982637,1,526,14561,2135,16170
160,24,36656.14757868893,0.014451298962241487,1,607,10620,1415,11428
161,29,37783.12965640186,0.028690682286354095,1,1364,9605,2182,10423
162,20,22667.410074399453,0.2553149783750897,1,265,10390,1729,11854
163,32,21394.301500412872,0.1303345053592784,1,610,31294,2142,32826
164,30,31349.219642423843,0.06406161257329998,1,401,8930,1431,9960
165,27,21835.717384200492,0.10865359016210029,1,415,5502,1875,6962
166,23,23321.254125925316,0.02939642502320663,1,104,22467,1429,23792
167,70,21617.807550594032,0.18982212836293827,1,664,6267,1715,7318
168,23,25405.57824344241,0.046311190659050684,0,9,0,0,-9
169,56,30031.287689502144,0.01737678833522331,0,43,0,0,-43
170,37,23353.948446872055,0.38237594790986706,1,4433,6626,1398,3591
171,21,22366.712907472865,0.02746915926363027,1,296,6153,2208,8065
172,21,23738.700016871626,0.436822584420476,1,256,8389,2589,10722
173,21,28106.907753131418,0.3969232182327917,0,76,0,0,-76
174,42,22838.268160511907,0.22724038746728698,0,149,0,0,-149
175,21,24649.06817100797,0.11175588408802162,1,153,5251,1638,6736
176,20,25714.726553168224,0.003463620518277735,1,940,9503,1733,10296
177,28,24400.4859660633,0.18110995396647742,1,319,7774,1386,8841
178,48,20936.30202111158,0.0635181048221144,1,1463,8743,2647,9927
179,33,24155.932244502175,0.04503182384911237,1,979,14360,1401,14782
180,29,20886.386941465677,0.04743097407028238,1,1750,6369,1449,6068
181,70,20869.359651606163,0.04027533396654644,1,1377,7207,1398,7228
182,25,45003.77979165014,0.09035729534821983,1,740,5769,1409,6438
183,47,25290.215345815413,0.10896096405262985,1,703,20041,2665,22003
184,44,38812.199777958966,0.20589703347955227,1,1252,6926,1687,7361
185,18,29929.68454375189,0.00024206087299428377,1,1237,5367,1430,5560
186,29,24033.051431638363,0.10674238659104604,1,1393,8807,1544,8958
187,73,24494.155357845542,0.0002264049618691068,1,2751,15517,1517,14283
188,27,20360.38525848309,0.0017053323035406249,1,250,7306,3390,10446
189,30,21556.967024746213,0.08924860542823736,1,186,6867,1606,8287
190,67,29904.761553858458,0.06553951405659249,1,29,13565,1339,14875
191,41,29259.497467723308,0.10670631962096715,0,50,0,0,-50
192,22,21809.53634687184,0.05039946639741229,1,763,5718,2670,7625
193,29,22159.27553144486,0.2519063024868651,1,159,33993,1519,35353
194,58,20913.57337310656,0.08149734474935533,1,186,7913,1404,9131
195,53,27367.9792939937,0.023961865837072594,0,2,0,0,-2
196,56,20877.723613439768,0.043762567288635736,0,91,0,0,-91
197,47,36666.37145662196,0.029039998807321,0,38,0,0,-38
198,66,27382.756933304292,0.19620199968643368,1,1548,19576,2296,20324
199,18,24620.14044123994,0.03458610871002725,1,847,5463,1781,6397
200,26,26448.788482094988,0.12966640168934276,1,344,6139,1676,7471
201,57,22068.036887334893,0.13802406171360418,1,467,9147,1500,10180
202,19,25745.540639795534,0.12259963869338426,1,1315,21418,1422,21525
203,34,21914.21135296771,0.021386702143023694,1,357,12432,1756,13831
204,64,23373.772121575956,0.0712598548253155,1,87,5921,1527,7361
205,34,20853.447137582105,0.06482895245159656,1,224,9273,1791,10840
206,27,29613.147574124072,0.04594911673304714,1,71,5953,1350,7232
207,18,39402.23801688188,0.18820773122417253,0,42,0,0,-42
208,19,38846.941865099994,0.14610837755276945,1,607,7270,1474,8137
209,40,20068.607137434858,0.060869456975668264,1,18,5529,1659,7170
210,45,20699.64620551052,0.22666676218185947,0,168,0,0,-168
211,53,26182.453312986927,0.01145910909770078,1,630,7302,3005,9677
212,75,26309.466032676308,0.049031466649977234,1,374,6180,2179,7985
213,74,22847.471949821513,0.32592530475152504,1,12,7680,1644,9312
214,56,31199.268119945205,0.039579512866793155,1,164,6512,6085,12433
215,52,21518.2008164651,0.03520066407846562,1,1322,15980,1671,16329
216,30,49438.990778047104,0.03575634546514392,1,731,6371,1397,7037
217,51,41294.031584282566,0.23293663218779195,0,75,0,0,-75
218,30,23322.35509646358,0.01078949660872916,1,769,6108,1602,6941
219,58,20664.933349495914,0.13876843812763245,0,17,0,0,-17
220,18,20534.431320106673,0.04584875732922374,1,426,7184,2581,9339
221,29,26511.458222896694,0.08322098987726868,1,615,22619,1671,23675
222,22,23531.842391437654,0.002167230357112678,1,2314,8566,2125,8377
223,45,22290.737959400998,0.08559050670444734,1,147,5363,1895,7111
224,30,76462.9636564529,0.05529946749797162,0,45,0,0,-45
225,70,21661.774764809397,0.1519925553418928,1,669,13426,1768,14525
226,69,37407.181073605934,0.24053846039992852,0,44,0,0,-44
227,25,20724.750182307213,0.027619755991921714,1,880,17456,1481,18057
228,29,34045.424053084294,0.20756331288422633,1,226,6733,1474,7981
229,56,37696.4758457899,0.20982691031096723,0,90,0,0,-90
230,33,20430.299717407917,0.07408970810250164,0,9,0,0,-9
231,32,20715.223300100366,0.050600020357749916,0,0,0,0,0
232,29,43722.55836396573,0.17961141994590332,1,14,7930,1680,9596
233,41,21989.86720517458,0.2420196243496786,0,162,0,0,-162
234,18,20229.020715724542,0.11994776050274616,1,462,25461,1443,26442
235,38,33026.657799685716,0.1170896584144728,1,484,5486,2299,7301
236,63,20844.570039848906,0.10261552520415147,1,188,7503,2370,9685
237,20,22634.85173658879,0.10212306361376397,1,20,5383,1964,7327
238,68,35631.956560858074,0.2697702247916728,1,559,6717,4047,10205
239,69,21921.497655708015,0.12893968542965675,1,408,7433,5097,12122
240,27,24246.39598991365,0.08220862522875451,0,81,0,0,-81
241,40,20561.362794245808,0.047058667059901936,1,1367,5837,1516,5986
242,73,28878.094668755355,0.03276599308824033,0,23,0,0,-23
243,24,23722.82614372612,0.05698606071086756,0,6,0,0,-6
244,24,21149.533364211326,0.2050289558150882,1,939,23660,1631,24352
245,19,21632.81953347041,0.059298145958251045,1,208,8433,1841,10066
246,32,21095.92640156676,0.20067584260168464,0,29,0,0,-29
247,54,21678.27009248578,0.34517200193245384,1,323,5809,2341,7827
248,19,22612.354846841223,0.03332142332180048,1,920,7966,1426,8472
249,73,46857.175499716,0.2065074317968995,1,1072,6465,1431,6824
250,21,20198.418066747214,0.11034559281477814,1,691,5316,1445,6070
251,22,21753.31993452611,0.05660278462528223,1,1020,8099,3052,10131
252,26,21441.533730106075,0.1296093409316564,1,276,6544,1889,8157
253,51,20146.44074136278,0.11384744367642324,1,152,5328,1646,6822
254,29,21077.430230271624,0.16834632667202654,1,501,9546,1868,10913
255,20,42641.347797990944,0.05056281269575476,1,625,9125,1884,10384
256,39,87324.88429704969,0.15461851120952236,0,1,0,0,-1
257,29,25420.565801413613,0.19823299034390846,1,498,8205,2452,10159
258,27,28103.109156568986,0.16160195795168428,1,544,7593,1569,8618
259,28,26518.411824784806,0.16712950705604568,1,106,8703,1579,10176
260,23,42552.993122826636,0.36182619517759407,1,1026,20157,5960,25091
261,26,21674.941221573536,0.023157694404494764,1,381,8762,2453,10834
262,59,140120.02822569848,0.12243957701705332,0,12,0,0,-12
263,19,23929.249537441177,0.047296402034554916,1,728,6732,2321,8325
264,19,38456.9603361009,0.02667208653550197,0,19,0,0,-19
265,19,23243.667046928414,0.03420764628929842,1,256,6637,1614,7995
266,28,20562.943206758067,0.04458452368259327,1,129,6055,1617,7543
267,62,40164.39304392416,0.1357305126723041,1,1216,9825,1610,10219
268,21,21386.45510639824,0.041547534710980896,1,239,6312,1386,7459
269,30,20653.534710882563,0.06757485389138057,1,844,8765,1845,9766
270,43,29142.43631749114,0.10120557459335044,0,25,0,0,-25
271,47,27534.280275894213,0.030744447567184315,1,222,5833,1569,7180
272,63,21061.142553875557,0.14232356505011226,1,542,8065,1934,9457
273,61,24032.6860583355,0.07875480729384401,1,223,5656,1369,6802
274,37,24573.557853503804,0.034988941622899214,1,31,8420,1888,10277
275,30,23528.23255106377,0.16442895643892297,1,604,13524,1529,14449
276,27,24504.18165767356,0.1097429982267146,0,46,0,0,-46
277,28,23209.44368296931,0.2194809309551649,0,12,0,0,-12
278,26,41810.156466138724,0.031208440554798163,1,67,8509,3133,11575
279,66,23512.173994042445,0.09805601250728972,1,2009,5855,1366,5212
280,53,21994.897752662262,0.12101744120261776,0,53,0,0,-53
281,43,26550.44785881601,0.06875162789338807,1,1636,7190,1657,7211
282,25,20916.87422715102,0.4108516341519089,0,52,0,0,-52
283,29,25593.56354773107,0.1600689045420882,1,414,6813,3008,9407
284,50,23807.28867817028,0.18351252342236787,1,1853,6714,1376,6237
285,23,26496.956701978575,0.07757920547261998,0,175,0,0,-175
286,45,27520.658136106365,0.07176308142706125,0,151,0,0,-151
287,45,36996.926025271525,0.12203699136040481,0,109,0,0,-109
288,50,31417.148589082408,0.031019292746247307,1,586,6127,1347,6888
289,49,31204.71587310007,0.18374945071954288,0,11,0,0,-11
290,64,21636.191214331713,0.1383480266493185,1,871,5527,3151,7807
291,50,31791.345983646683,0.09921560397950581,1,375,6463,1655,7743
292,38,22137.428398371616,0.24906426560973,1,885,14219,1458,14792
293,19,31676.939402513806,0.030791250236227297,1,107,9279,1706,10878
294,73,33784.497812585054,0.3674999034228472,0,0,0,0,0
295,32,36950.712338108606,0.08178205732341694,1,1092,6463,1536,6907
296,18,25515.303718232233,0.31942163023483033,1,170,7333,2599,9762
297,26,58687.50237327317,0.1636589110778217,0,16,0,0,-16
298,51,25510.898378133745,0.07552511688231281,1,88,6251,1543,7706
299,21,24148.54916894844,0.057486472252422795,0,51,0,0,-51
300,28,24388.542803858923,0.06807340326546298,1,74,21544,1408,22878
301,27,25488.177551546567,0.07215126436162521,0,21,0,0,-21
302,23,27377.83639413309,0.0323458535379478,1,561,17257,1367,18063
303,42,41618.615300469406,0.17843961352234702,1,127,36010,2193,38076
304,56,24270.73123819024,0.04533629217726327,1,983,18964,3662,21643
305,26,24024.1743782418,0.06906519862569077,1,190,5342,1700,6852
306,23,20787.36717904782,0.021803373706373124,1,982,7129,1846,7993
307,26,20023.28408518035,0.19837580848517702,1,382,21231,1422,22271
308,18,24170.10994060843,0.001807284352649158,1,1707,6229,1890,6412
309,35,24959.007511974603,0.3486715157625002,1,853,40901,1404,41452
310,33,33919.051606669665,0.3815876695172256,1,1194,6095,2079,6980
311,30,21650.431802685274,0.06113003627666598,1,609,7912,1345,8648
312,24,24212.23857111861,0.21482396858264177,1,419,8347,1448,9376
313,25,72938.2363093711,0.1036990958316198,1,1229,6038,1530,6339
314,30,25962.448026381346,0.07349330627799633,1,1000,5481,1447,5928
315,52,21686.533418968575,0.1389519772721751,1,689,6628,1821,7760
316,21,29735.94651353509,0.061483536129696044,0,34,0,0,-34
317,23,36726.22695113906,0.06764550232929793,1,1014,9152,1579,9717
318,68,29275.38631839139,0.11587347508901072,1,130,29537,5711,35118
319,54,23247.10092133361,0.1991451408231899,1,54,20708,1336,21990
320,30,51185.9468591624,0.041270010146952134,1,260,7035,1692,8467
321,44,20856.38065984491,0.1301831363700621,1,651,6126,1596,7071
322,63,32632.751574140868,0.08625483074155647,1,264,9660,1649,11045
323,19,24686.986666536406,0.2151467012179835,1,1768,6354,1360,5946
324,43,20616.204583151957,0.024191883719131557,1,544,5824,1475,6755
325,55,22927.951923756882,0.11912314045820767,1,1135,6121,2805,7791
326,41,29492.38764678941,0.08148579616356148,1,214,13632,1924,15342
327,59,20080.857992336667,0.10908147048663737,0,5,0,0,-5
328,52,24167.378247444172,0.0032881014128019314,0,89,0,0,-89
329,48,28392.00393787004,0.05314529808998507,1,187,5448,1728,6989
330,20,23351.947693709324,0.30258453973228244,1,766,9142,1592,9968
331,47,22008.696058591824,0.04798439876905579,1,1093,6766,1955,7628
332,26,31551.648556223558,0.31285288328689204,1,798,5789,1704,6695
333,39,29347.412069241986,0.11835121180773882,1,307,6586,1859,8138
334,48,31027.682786890266,0.1717508843235656,0,108,0,0,-108
335,39,20269.027637056497,0.5173808417650774,1,112,6034,1412,7334
336,27,24005.31434897602,0.16099341062927539,0,2,0,0,-2
337,19,29873.522717143554,0.05306095895128434,1,618,5738,1569,6689
338,32,34666.14055281823,0.05550137758396876,1,445,8422,1480,9457
339,26,48282.443866224254,0.17499688136050298,0,88,0,0,-88
340,51,26501.695687759166,0.3140616980844762,0,49,0,0,-49
341,37,24709.634257654834,0.03649686781279596,1,110,6585,1536,8011
342,27,23737.511298526442,0.16410106471242275,0,26,0,0,-26
343,48,23174.415194822875,0.04461863343386233,1,190,7346,1958,9114
344,34,24057.878732773646,0.07573821070975105,1,952,9896,1385,10329
345,18,26357.839975648436,0.05549235646401119,1,1549,7663,1516,7630
346,22,22973.705953197757,0.251664105764198,0,19,0,0,-19
347,57,37187.804997916435,0.15674196393467807,1,1854,6515,1892,6553
348,40,21878.981630515027,0.18465606249709024,1,413,7380,2431,9398
349,33,26206.77780438335,0.12592226367354903,1,1288,5612,1707,6031
350,33,24195.232764853547,0.19196967929248937,0,77,0,0,-77
351,49,22035.304878055038,0.21631347901922116,1,343,8049,1815,9521
352,18,25791.58893299028,0.08567912280352843,1,589,6167,1557,7135
353,39,27905.18263860937,0.10663263125379827,0,17,0,0,-17
354,35,21849.244976219088,0.13826064474792002,1,157,7322,1537,8702
355,72,39679.15991690157,0.08665845937973596,1,524,8107,1610,9193
356,26,21739.068451432406,0.12053849139087203,1,471,5768,1559,6856
357,38,20679.3198697322,0.05847682593803082,1,292,5655,2882,8245
358,29,20907.443896249282,0.10704137167480055,1,883,6340,1342,6799
359,46,20405.947733404333,0.28941361896359524,1,822,7567,1518,8263
360,19,24991.043528590926,0.0197998376814216,1,474,6400,1359,7285
361,47,29716.117137492947,0.15635691961313106,1,641,10209,4024,13592
362,46,23724.964340025504,0.11984085801948388,0,17,0,0,-17
363,65,28768.702449886856,0.044700627376322175,1,421,9981,1603,11163
364,64,35166.803044977656,0.12085854373809474,1,252,5352,2820,7920
365,21,47572.51355809224,0.07325259846242974,1,296,7784,2344,9832
366,23,20801.405326942484,0.028010741860142983,0,72,0,0,-72
367,75,26720.517305587928,0.12191628328796997,0,46,0,0,-46
368,35,44644.72089972187,0.3233514810080226,0,37,0,0,-37
369,27,26447.839925541444,0.000844154588103015,1,541,8878,1710,10047
370,35,26213.61170140501,0.1620358342778009,0,17,0,0,-17
371,39,22698.22647822499,0.1043839683580374,1,630,6160,1900,7430
372,50,36549.76338330723,0.08181229620027702,1,2168,22174,1363,21369
373,21,22102.438737819284,0.05539018026489844,1,430,5493,1388,6451
374,26,24302.45722058321,0.18286884089292377,1,497,5636,1846,6985
375,34,21178.20914046675,0.5629181745328932,1,234,6943,1517,8226
376,27,31211.46714167567,0.342736656434445,0,7,0,0,-7
377,18,22811.410577806917,0.01609425977525069,1,489,8477,1413,9401
378,50,24748.129198849572,0.27369827290302484,1,1012,13517,1467,13972
379,21,57492.143733936246,0.15849843490564836,0,89,0,0,-89
380,19,20309.219169291933,0.014003205353695595,1,985,6255,1491,6761
381,26,28388.491895431507,0.11982797725962002,1,482,7416,2164,9098
382,25,20094.08547759318,0.23409624906057777,1,50,5769,2397,8116
383,24,24497.156774851795,0.0325946631594269,1,1162,14808,1637,15283
384,38,37265.15551562264,0.10292515269095409,1,407,6647,1629,7869
385,26,24322.125746126258,0.17531949735841565,1,160,12666,1387,13893
386,31,24941.143224783937,0.1983487926446024,0,107,0,0,-107
387,28,30724.9823536156,0.12471663745937403,1,1100,6117,1421,6438
388,19,47410.708205824376,0.21678775708367645,1,4333,10976,1708,8351
389,19,22876.774199078784,0.1992423181170307,1,622,6703,1965,8046
390,71,24093.980655687952,0.05138909527608993,1,350,8942,2448,11040
391,58,25494.432677319477,0.014281965669535854,1,982,5334,3453,7805
392,28,34187.41578630706,0.3044204649783766,0,44,0,0,-44
393,26,21744.424870477043,0.16881764058315607,1,642,5667,1409,6434
394,19,45627.060897890864,0.06091250512238044,1,287,11122,1371,12206
395,18,20957.395876491337,0.12325572542750034,1,269,6449,2516,8696
396,68,53494.40002411783,0.11228586815470225,1,1550,10572,1669,10691
397,38,304685.9856552408,0.24460188542866407,1,485,6415,1721,7651
398,37,20123.318981940713,0.2311307311577766,1,509,19144,2064,20699
399,65,30012.427635928452,0.056992077738892546,1,138,6967,1705,8534
400,33,24154.025582051585,0.07758430274232264,1,396,5814,1775,7193
401,66,41641.361650343606,0.01735386176653835,1,128,6801,1960,8633
402,25,25811.455625873135,0.012394102221694207,1,1115,6977,4579,10441
403,29,25470.976115938338,0.05378741877430992,1,374,9549,3611,12786
404,28,20146.547120230363,0.09472813318609101,1,275,8126,1503,9354
405,46,40672.55169803148,0.2436413797345196,1,55,5520,1437,6902
406,20,34137.700044044665,0.052606484311032625,1,190,6208,1428,7446
407,59,22160.741840304738,0.007889604315820973,1,173,6678,1388,7893
408,61,28031.793448963872,0.15740728817422064,0,55,0,0,-55
409,25,22188.914648539794,0.12180120594413453,1,1565,8996,1946,9377
410,72,21786.225587725698,0.05242746628437608,1,317,9797,1384,10864
411,21,27456.462127845018,0.036721360331721194,1,151,5792,3376,9017
