ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
840,0,0,57,0,-57
841,1,0,8,0,-8
842,1,0,43,0,-43
843,0,0,22,0,-22
844,1,0,23,0,-23
845,0,0,25,0,-25
846,1,0,6,0,-6
847,0,0,7,0,-7
848,0,0,19,0,-19
849,1,0,87,0,-87
850,0,0,52,0,-52
851,1,0,9,0,-9
852,0,0,3,0,-3
853,1,0,7,0,-7
854,0,0,22,0,-22
855,1,0,104,0,-104
856,0,0,13,0,-13
857,1,1,332,1424,1092
858,0,0,48,0,-48
859,1,0,81,0,-81
860,1,1,261,1370,1109
861,1,0,14,0,-14
862,1,0,128,0,-128
863,1,0,155,0,-155
864,1,0,76,0,-76
865,1,1,71,1224,1153
866,1,1,762,1255,493
867,1,0,114,0,-114
868,0,0,7,0,-7
869,0,0,78,0,-78
870,1,1,483,1433,950
871,1,1,843,1731,888
872,1,1,842,1578,736
873,0,0,21,0,-21
874,1,1,197,1364,1167
875,0,0,32,0,-32
876,0,0,138,0,-138
877,0,0,16,0,-16
878,1,1,179,2686,2507
879,0,0,17,0,-17
880,0,0,0,0,0
881,1,0,4,0,-4
882,1,0,25,0,-25
883,0,0,37,0,-37
884,1,1,41,1801,1760
885,1,1,128,2043,1915
886,0,0,17,0,-17
887,1,1,1027,2024,997
888,1,0,21,0,-21
889,1,0,166,0,-166
890,1,1,616,1623,1007
891,1,1,737,1232,495
892,0,0,0,0,0
893,1,0,91,0,-91
894,0,0,27,0,-27
895,1,0,121,0,-121
896,1,1,387,1801,1414
897,1,1,808,1538,730
898,0,0,10,0,-10
899,0,0,26,0,-26
900,1,0,5,0,-5
901,1,1,47,2006,1959
902,1,0,121,0,-121
903,1,0,156,0,-156
904,0,0,26,0,-26
905,1,1,116,1237,1121
906,1,0,149,0,-149
907,0,0,27,0,-27
908,0,0,139,0,-139
909,1,0,87,0,-87
910,1,1,135,1595,1460
911,1,1,457,1463,1006
912,0,0,50,0,-50
913,0,0,36,0,-36
914,1,1,323,1941,1618
915,0,0,21,0,-21
916,0,0,37,0,-37
917,1,0,35,0,-35
918,1,0,18,0,-18
919,0,0,15,0,-15
920,1,0,36,0,-36
921,1,0,172,0,-172
922,1,1,390,1638,1248
923,0,0,33,0,-33
924,1,0,74,0,-74
925,1,1,124,1561,1437
926,1,1,110,2342,2232
927,1,0,202,0,-202
928,1,1,495,1310,815
929,0,0,56,0,-56
930,1,0,55,0,-55
931,0,0,28,0,-28
932,0,0,48,0,-48
933,1,0,57,0,-57
934,1,1,215,2392,2177
935,1,1,312,1418,1106
936,0,0,8,0,-8
937,1,1,1044,1971,927
938,0,0,31,0,-31
939,1,0,25,0,-25
940,1,1,144,1209,1065
941,0,0,33,0,-33
942,1,0,6,0,-6
943,1,1,741,3044,2303
944,1,1,185,1270,1085
945,1,1,40,1427,1387
946,1,1,424,1415,991
947,1,0,87,0,-87
948,1,0,3,0,-3
949,1,0,13,0,-13
950,0,0,33,0,-33
951,1,0,65,0,-65
952,1,1,238,1914,1676
953,1,1,437,1349,912
954,1,0,83,0,-83
955,0,0,139,0,-139
956,0,0,132,0,-132
957,1,0,21,0,-21
958,0,0,34,0,-34
959,0,0,66,0,-66
960,0,0,60,0,-60
961,0,0,27,0,-27
962,0,0,92,0,-92
963,0,0,93,0,-93
964,0,0,35,0,-35
965,1,0,57,0,-57
966,0,0,13,0,-13
967,0,0,81,0,-81
968,1,0,7,0,-7
969,0,0,53,0,-53
970,1,0,7,0,-7
971,1,0,25,0,-25
972,1,1,430,1226,796
973,0,0,28,0,-28
974,0,0,15,0,-15
975,0,0,11,0,-11
976,0,0,6,0,-6
977,1,0,16,0,-16
978,1,0,1,0,-1
979,0,0,5,0,-5
980,0,0,245,0,-245
981,1,0,56,0,-56
982,1,0,11,0,-11
983,0,0,161,0,-161
984,1,1,849,1442,593
985,1,1,357,1527,1170
986,1,0,75,0,-75
987,0,0,16,0,-16
988,0,0,67,0,-67
989,1,1,374,2271,1897
990,0,0,64,0,-64
991,0,0,31,0,-31
992,0,0,26,0,-26
993,1,0,18,0,-18
994,1,0,27,0,-27
995,0,0,19,0,-19
996,1,1,32,1325,1293
997,1,0,19,0,-19
998,1,1,1581,2052,471
999,1,1,453,1204,751
1000,1,1,53,3852,3799
1001,1,1,87,1828,1741
1002,0,0,54,0,-54
1003,1,0,7,0,-7
1004,1,1,544,1267,723
1005,1,0,17,0,-17
1006,1,1,711,1482,771
1007,1,1,152,1710,1558
1008,1,1,783,1518,735
1009,0,0,0,0,0
1010,1,0,29,0,-29
1011,1,0,12,0,-12
1012,1,0,112,0,-112
1013,1,0,18,0,-18
1014,1,0,94,0,-94
1015,1,0,3,0,-3
1016,1,0,40,0,-40
1017,0,0,30,0,-30
1018,0,0,30,0,-30
1019,1,1,850,1200,350
1020,0,0,11,0,-11
1021,0,0,62,0,-62
1022,1,1,268,1289,1021
1023,0,0,12,0,-12
1024,0,0,3,0,-3
1025,1,1,479,1880,1401
1026,1,0,115,0,-115
1027,0,0,89,0,-89
1028,1,0,14,0,-14
1029,1,0,10,0,-10
1030,0,0,5,0,-5
1031,1,0,27,0,-27
1032,0,0,106,0,-106
1033,0,0,51,0,-51
1034,1,0,77,0,-77
1035,1,0,8,0,-8
1036,1,0,2,0,-2
1037,0,0,11,0,-11
1038,1,1,647,1369,722
1039,0,0,23,0,-23
1040,0,0,12,0,-12
1041,0,0,14,0,-14
1042,0,0,39,0,-39
1043,0,0,92,0,-92
1044,0,0,46,0,-46
1045,1,1,301,2406,2105
1046,0,0,130,0,-130
1047,1,0,81,0,-81
1048,1,0,54,0,-54
1049,1,1,456,1266,810
